Trajectory ID,SMILES,PSMILES,CONDUCTIVITY,log10_cond,fold
14406,CCC(COC(=O)*)NCC(COC)O*,CCC(COC(=O)[*])NCC(COC)O[*],5.09e-05,-4.293282217663242,3
14407,CN(CCO*)CC(C)(C)NC(=O)*,CN(CCO[*])CC(C)(C)NC(=O)[*],7.99e-05,-4.097453220686009,3
14408,CC(CO*)(COC(=O)*)NC(=O)C(F)F,CC(CO[*])(COC(=O)[*])NC(=O)C(F)F,6.72e-05,-4.172630726946175,3
14409,CC(C)C(COC(=O)*)NCCOCCO*,CC(C)C(COC(=O)[*])NCCOCCO[*],0.000152,-3.8181564120552274,2
14410,CN(CCO*)C(COC(=O)*)CC(C)(C)C,CN(CCO[*])C(COC(=O)[*])CC(C)(C)C,3.27e-05,-4.485452247339714,3
14411,CC(C)(O*)C(=O)OCCCOC(=O)*,CC(C)(O[*])C(=O)OCCCOC(=O)[*],5.49e-05,-4.2604276555499085,2
14412,C#CCN(CCOCCO*)CCOC(=O)*,C#CCN(CCOCCO[*])CCOC(=O)[*],0.000191,-3.7189666327522723,2
14413,CC(C)(CNCCCO*)OC(=O)*,CC(C)(CNCCCO[*])OC(=O)[*],6.31e-05,-4.199970640755866,2
14414,CCC(COC(=O)*)NCCO*,CCC(COC(=O)[*])NCCO[*],6.71e-05,-4.1732774798310075,1
14415,COCCCN(CCOC(=O)*)CC(C)O*,COCCCN(CCOC(=O)[*])CC(C)O[*],0.000121,-3.91721462968355,0
14416,C=CC(COC(=O)*)NCC(COC)O*,C=CC(COC(=O)[*])NCC(COC)O[*],0.00013,-3.8860566476931635,0
14417,CN(C)CCCN(C)CC(COC(=O)*)O*,CN(C)CCCN(C)CC(COC(=O)[*])O[*],0.000162,-3.7904849854573692,1
14418,CC(CNC(C)(CNC(=O)*)C(C)C)N*,CC(CNC(C)(CNC(=O)[*])C(C)C)N[*],5.01e-05,-4.300162274132754,1
14419,C=CC(CNCCCCO*)OC(=O)*,C=CC(CNCCCCO[*])OC(=O)[*],0.000116,-3.9355420107730814,1
14420,CC(C)C(CO*)NC(=O)COC(=O)*,CC(C)C(CO[*])NC(=O)COC(=O)[*],6.94e-05,-4.158640529545145,0
14421,CC(CNCC(F)(F)COC(=O)*)O*,CC(CNCC(F)(F)COC(=O)[*])O[*],5.8e-05,-4.236572006437063,1
14422,CC(OC(=O)*)C(NC(=O)CN*)C(=O)O,CC(OC(=O)[*])C(NC(=O)CN[*])C(=O)O,2.64e-05,-4.578396073130169,2
14423,CC(CC(=O)NCC(C)(C)NC(=O)*)N*,CC(CC(=O)NCC(C)(C)NC(=O)[*])N[*],5.32e-05,-4.274088367704952,0
14424,CC#CCN(CCO*)CCOC(=O)*,CC#CCN(CCO[*])CCOC(=O)[*],8.04e-05,-4.094743951251549,2
14425,CN(CCOCCN*)CC(C)(C)OC(=O)*,CN(CCOCCN[*])CC(C)(C)OC(=O)[*],0.000134,-3.8728952016351923,0
14426,CCN(CCOC(=O)*)C(=O)C(C)(C)O*,CCN(CCOC(=O)[*])C(=O)C(C)(C)O[*],2.5e-05,-4.6020599913279625,1
14427,CC(C)CC(C#N)NCC(COC(=O)*)O*,CC(C)CC(C#N)NCC(COC(=O)[*])O[*],3.29e-05,-4.482804102050026,3
14428,CN(C)CCCCNCC(COC(=O)*)O*,CN(C)CCCCNCC(COC(=O)[*])O[*],0.000119,-3.9244530386074694,2
14429,CC(N*)C(=O)NCCCCCOC(=O)*,CC(N[*])C(=O)NCCCCCOC(=O)[*],8.58e-05,-4.066512712151295,1
14430,C#CCC(CO*)NC(=O)CC(C)(C)OC(=O)*,C#CCC(CO[*])NC(=O)CC(C)(C)OC(=O)[*],3.79e-05,-4.421360790031928,2
14431,CC(N*)C(=O)NCC(F)(F)CNC(=O)*,CC(N[*])C(=O)NCC(F)(F)CNC(=O)[*],4.57e-05,-4.34008379993015,2
14432,CCCNC(=O)NCC(COC(=O)*)O*,CCCNC(=O)NCC(COC(=O)[*])O[*],9.33e-05,-4.0301183562535,1
14433,CC(CNCCCN(C)CCO*)OC(=O)*,CC(CNCCCN(C)CCO[*])OC(=O)[*],0.00016,-3.7958800173440754,2
14434,C=CC(C)(CNCCOCCO*)OC(=O)*,C=CC(C)(CNCCOCCO[*])OC(=O)[*],0.000104,-3.9829666607012197,3
14435,CN(CCCCCCNC(=O)*)CCCO*,CN(CCCCCCNC(=O)[*])CCCO[*],0.000119,-3.9244530386074694,3
14436,CC(C)CNC(=O)C(CO*)NC(=O)*,CC(C)CNC(=O)C(CO[*])NC(=O)[*],3.69e-05,-4.432973633840939,0
14437,CC(CNC(=O)CC(C)NC(=O)*)N*,CC(CNC(=O)CC(C)NC(=O)[*])N[*],5.32e-05,-4.274088367704952,1
14438,C=C(Cl)CNC(CN*)CNC(=O)*,C=C(Cl)CNC(CN[*])CNC(=O)[*],9.67e-05,-4.014573525916998,2
14439,CC(NCCCOCCO*)C(C)OC(=O)*,CC(NCCCOCCO[*])C(C)OC(=O)[*],9.87e-05,-4.005682847330363,2
14440,C#CCN(CCO*)CCOC(=O)*,C#CCN(CCO[*])CCOC(=O)[*],8.06e-05,-4.09366495819491,3
14441,CCN(CC(C)(C)OC(=O)*)C(=O)C(C)O*,CCN(CC(C)(C)OC(=O)[*])C(=O)C(C)O[*],3.38e-05,-4.471083299722345,2
14442,CN(CCCCOC(=O)*)CCO*,CN(CCCCOC(=O)[*])CCO[*],0.000143,-3.844663962534938,3
14443,CC(OC(=O)*)C(CN(C)C(C)C(=O)O)O*,CC(OC(=O)[*])C(CN(C)C(C)C(=O)O)O[*],3.19e-05,-4.496209316942819,0
14444,C=CCOCCN(CCO*)CCOC(=O)*,C=CCOCCN(CCO[*])CCOC(=O)[*],0.000137,-3.8632794328435933,1
14445,CC(C)C(CO*)NC(=O)CNC(=O)*,CC(C)C(CO[*])NC(=O)CNC(=O)[*],4.32e-05,-4.364516253185088,0
14446,COCCCN(C)CC(CO*)OC(=O)*,COCCCN(C)CC(CO[*])OC(=O)[*],0.000157,-3.8041003475907664,2
14447,CC(CC(C)(C)O*)NCC(C)OC(=O)*,CC(CC(C)(C)O[*])NCC(C)OC(=O)[*],5.69e-05,-4.244887733604929,0
14448,CCCC(CCNC(=O)CCO*)OC(=O)*,CCCC(CCNC(=O)CCO[*])OC(=O)[*],4.37e-05,-4.359518563029578,1
14449,COCCN(CCO*)CCC(C)OC(=O)*,COCCN(CCO[*])CCC(C)OC(=O)[*],0.000101,-3.9956786262173574,0
14450,CC(C)C(CNC(=O)*)CN(C)CCN*,CC(C)C(CNC(=O)[*])CN(C)CCN[*],5.46e-05,-4.262807357295263,0
14451,CCCC(O*)C(=O)NCC(C)NC(=O)*,CCCC(O[*])C(=O)NCC(C)NC(=O)[*],2.97e-05,-4.527243550682788,3
14452,CC(CCNC(=O)*)NC(=O)CCN*,CC(CCNC(=O)[*])NC(=O)CCN[*],6.18e-05,-4.209011524911184,2
14453,CC(C)CC(CO*)NCC(C)(C)OC(=O)*,CC(C)CC(CO[*])NCC(C)(C)OC(=O)[*],3.39e-05,-4.469800301796918,1
14454,CN(CCCN*)CCOCCNC(=O)*,CN(CCCN[*])CCOCCNC(=O)[*],0.000163,-3.7878123955960423,1
14455,CC(C)(CNCCCC(C)(C)OC(=O)*)O*,CC(C)(CNCCCC(C)(C)OC(=O)[*])O[*],3.79e-05,-4.421360790031928,1
14456,CC#CCC(CO*)NC(=O)CCOC(=O)*,CC#CCC(CO[*])NC(=O)CCOC(=O)[*],6.33e-05,-4.198596289982645,1
14457,CC(C)C(CNC(=O)CNC(=O)*)CO*,CC(C)C(CNC(=O)CNC(=O)[*])CO[*],5.85e-05,-4.23284413391782,3
14458,C=C(COC(=O)*)C(=O)NC(CO*)C(C)C,C=C(COC(=O)[*])C(=O)NC(CO[*])C(C)C,4.62e-05,-4.335358024443875,2
14459,CC(O*)C(=O)OCCCC(C)(C)OC(=O)*,CC(O[*])C(=O)OCCCC(C)(C)OC(=O)[*],2.3e-05,-4.638272163982407,3
14460,CCN(CCOC(=O)*)CC(C)(O*)C(F)F,CCN(CCOC(=O)[*])CC(C)(O[*])C(F)F,5.88e-05,-4.230622673923862,2
14461,CCCN(CC(COC(=O)*)O*)C(C)(C)C,CCCN(CC(COC(=O)[*])O[*])C(C)(C)C,2.39e-05,-4.621602099051862,3
14462,CCOCCC(CN(C)CCOC(=O)*)O*,CCOCCC(CN(C)CCOC(=O)[*])O[*],0.000148,-3.8297382846050425,3
14463,CCC(C)C(C)(CNC(=O)CO*)OC(=O)*,CCC(C)C(C)(CNC(=O)CO[*])OC(=O)[*],3.45e-05,-4.462180904926726,1
14464,CCN(CCOCCO*)C(C)COC(=O)*,CCN(CCOCCO[*])C(C)COC(=O)[*],0.000111,-3.9546770212133424,1
14465,CC(OC(=O)*)C(O*)C(=O)O,CC(OC(=O)[*])C(O[*])C(=O)O,4.45e-05,-4.351639989019069,2
14466,CNC(CO*)COC(=O)*,CNC(CO[*])COC(=O)[*],6.42e-05,-4.192464971931146,0
14467,CCCC(CNC(=O)C(C)NC(=O)*)O*,CCCC(CNC(=O)C(C)NC(=O)[*])O[*],3.56e-05,-4.448550002027125,1
14468,CC(C)(C)OC(=O)C(CNC(=O)*)N*,CC(C)(C)OC(=O)C(CNC(=O)[*])N[*],3.52e-05,-4.453457336521869,3
14469,CC(CCNC(=O)CCO*)OC(=O)*,CC(CCNC(=O)CCO[*])OC(=O)[*],8.33e-05,-4.079354998593212,0
14470,CCN(CC)CC(O*)C(C)(C)OC(=O)*,CCN(CC)CC(O[*])C(C)(C)OC(=O)[*],2.95e-05,-4.5301779840218375,3
14471,CN(CCCCO*)CCNC(=O)*,CN(CCCCO[*])CCNC(=O)[*],8.19e-05,-4.086716098239582,1
14472,CN(CCCCN*)CCOC(=O)*,CN(CCCCN[*])CCOC(=O)[*],0.000112,-3.9507819773298185,3
14473,CCC(CN(CCOC)CCO*)OC(=O)*,CCC(CN(CCOC)CCO[*])OC(=O)[*],0.000105,-3.9788107009300617,0
14474,NC(=O)C(O*)C(OC(=O)*)C(N)=O,NC(=O)C(O[*])C(OC(=O)[*])C(N)=O,6.63e-05,-4.178486471595227,3
14475,CCN(CCN*)CC(COC)OC(=O)*,CCN(CCN[*])CC(COC)OC(=O)[*],0.00013,-3.8860566476931635,0
14476,C=CC(C)(OC(=O)*)C(=O)NC(C)CN*,C=CC(C)(OC(=O)[*])C(=O)NC(C)CN[*],7.65e-05,-4.116338564846383,2
14477,CC(CNCC(CF)OC(=O)*)O*,CC(CNCC(CF)OC(=O)[*])O[*],4.46e-05,-4.350665141287858,0
14478,C=CC(=O)N(C)CC(C)(CO*)COC(=O)*,C=CC(=O)N(C)CC(C)(CO[*])COC(=O)[*],4.62e-05,-4.335358024443875,3
14479,CC(C)CCCN(CCN*)CCNC(=O)*,CC(C)CCCN(CCN[*])CCNC(=O)[*],6.08e-05,-4.216096420727265,0
14480,CCC(CN(C)CCCCO*)NC(=O)*,CCC(CN(C)CCCCO[*])NC(=O)[*],6.46e-05,-4.189767482004916,0
14481,CN(CCCN*)CCCOC(=O)*,CN(CCCN[*])CCCOC(=O)[*],8.57e-05,-4.0670191780768015,1
14482,CCN(CCN(C)C)CC(CO*)OC(=O)*,CCN(CCN(C)C)CC(CO[*])OC(=O)[*],0.000107,-3.9706162223147903,0
14483,COCCN(CC(C)OC(=O)*)C(C)CO*,COCCN(CC(C)OC(=O)[*])C(C)CO[*],8.21e-05,-4.085656842880559,1
14484,CCN(CC(C)(C)OC(=O)*)C(=O)CO*,CCN(CC(C)(C)OC(=O)[*])C(=O)CO[*],2.44e-05,-4.61261017366127,3
14485,CCCC(C)(CO*)NC(=O)COC(=O)*,CCCC(C)(CO[*])NC(=O)COC(=O)[*],4.92e-05,-4.308034897232639,3
14486,CCN(CCOCCO*)CCOC(=O)*,CCN(CCOCCO[*])CCOC(=O)[*],0.000166,-3.779891911959945,2
14487,CC(C)C(C)(CNC(=O)*)NC(=O)CN*,CC(C)C(C)(CNC(=O)[*])NC(=O)CN[*],2.45e-05,-4.610833915635467,2
14488,CSCCCNC(CO*)COC(=O)*,CSCCCNC(CO[*])COC(=O)[*],6.64e-05,-4.1778319206319825,0
14489,O=C(CC(CN*)OC(=O)*)NCCC(F)F,O=C(CC(CN[*])OC(=O)[*])NCCC(F)F,3.75e-05,-4.425968732272281,3
14490,CCOCCN(C)CC(CO*)OC(=O)*,CCOCCN(C)CC(CO[*])OC(=O)[*],9.48e-05,-4.023191662661934,1
14491,CCC(NC(=O)*)C(=O)NOCC(C)N*,CCC(NC(=O)[*])C(=O)NOCC(C)N[*],6.36e-05,-4.196542884351586,0
14492,C#CC(C)N(C)CC(CO*)OC(=O)*,C#CC(C)N(C)CC(CO[*])OC(=O)[*],3.45e-05,-4.462180904926726,0
14493,CC(C)(CONC(=O)C(C)(C)OC(=O)*)O*,CC(C)(CONC(=O)C(C)(C)OC(=O)[*])O[*],5e-05,-4.301029995663981,1
14494,CC(C)N(CCO*)CCOCCOC(=O)*,CC(C)N(CCO[*])CCOCCOC(=O)[*],0.000169,-3.7721132953863266,0
14495,CCOCCN(CCCOC(=O)*)CCO*,CCOCCN(CCCOC(=O)[*])CCO[*],0.000195,-3.709965388637482,2
14496,CCCCN(C)C(=O)C(COC(=O)*)N*,CCCCN(C)C(=O)C(COC(=O)[*])N[*],4.01e-05,-4.396855627379818,1
14497,CC(CO*)NCC(OC(=O)*)C(C)(C)C,CC(CO[*])NCC(OC(=O)[*])C(C)(C)C,3.08e-05,-4.511449283499556,2
14498,CCCCC(=O)NC(CO*)COC(=O)*,CCCCC(=O)NC(CO[*])COC(=O)[*],5.76e-05,-4.239577516576788,2
14499,CC(=O)C(C)(C)NCC(CO*)OC(=O)*,CC(=O)C(C)(C)NCC(CO[*])OC(=O)[*],3.4e-05,-4.468521082957745,3
14500,COCC(CNCCCCCOC(=O)*)O*,COCC(CNCCCCCOC(=O)[*])O[*],0.000118,-3.9281179926938745,0
14501,CCN(CCCO*)CCOCCNC(=O)*,CCN(CCCO[*])CCOCCNC(=O)[*],0.000238,-3.623423042943488,3
14502,COCCN(CCCCOC(=O)*)CCO*,COCCN(CCCCOC(=O)[*])CCO[*],0.000169,-3.7721132953863266,2
14503,C=C(CO*)C(=O)N(C)CC(C)(C)OC(=O)*,C=C(CO[*])C(=O)N(C)CC(C)(C)OC(=O)[*],8.8e-05,-4.055517327849832,1
14504,CCN(CCCOC(=O)*)CCO*,CCN(CCCOC(=O)[*])CCO[*],0.000114,-3.9430951486635273,0
14505,CN(CCOCCOC(=O)*)CC(C)(C)O*,CN(CCOCCOC(=O)[*])CC(C)(C)O[*],0.000133,-3.876148359032914,0
14506,COCCCCN(CCO*)CCOC(=O)*,COCCCCN(CCO[*])CCOC(=O)[*],0.000151,-3.8210230527068307,1
14507,CC(C)C(CNC(=O)CN*)NC(=O)*,CC(C)C(CNC(=O)CN[*])NC(=O)[*],8.45e-05,-4.073143291050307,0
14508,CC(CCN(C)CCOCCN*)OC(=O)*,CC(CCN(C)CCOCCN[*])OC(=O)[*],0.000169,-3.7721132953863266,0
14509,CC(C)(CCC(N*)C(=O)O)NC(=O)*,CC(C)(CCC(N[*])C(=O)O)NC(=O)[*],5.83e-05,-4.234331445240986,0
14510,CC(CNCCCOCCOC(=O)*)O*,CC(CNCCCOCCOC(=O)[*])O[*],0.000205,-3.688246138944246,2
14511,C=C(CO*)C(=O)N(C)CCCOC(=O)*,C=C(CO[*])C(=O)N(C)CCCOC(=O)[*],8.78e-05,-4.056505484093897,3
14512,C=CC(C)(O*)C(=O)NCCOC(=O)*,C=CC(C)(O[*])C(=O)NCCOC(=O)[*],0.000126,-3.899629454882437,2
14513,CC(C)(C)C(CC(=O)NCCOC(=O)*)N*,CC(C)(C)C(CC(=O)NCCOC(=O)[*])N[*],3.66e-05,-4.436518914605589,0
14514,CC(CN*)N(C)C(=O)CCNC(=O)*,CC(CN[*])N(C)C(=O)CCNC(=O)[*],3.74e-05,-4.42712839779952,3
14515,C=CC=CCC(=O)N(C)CC(COC(=O)*)O*,C=CC=CCC(=O)N(C)CC(COC(=O)[*])O[*],4.46e-05,-4.350665141287858,3
14516,C=CC(CO*)NCC(C)(C)OC(=O)*,C=CC(CO[*])NCC(C)(C)OC(=O)[*],5.32e-05,-4.274088367704952,3
14517,COCCCN(CCCOC(=O)*)CCO*,COCCCN(CCCOC(=O)[*])CCO[*],0.00011,-3.958607314841775,3
14518,CC(CCCNC(=O)CCOC(=O)*)CO*,CC(CCCNC(=O)CCOC(=O)[*])CO[*],4.67e-05,-4.330683119433888,0
14519,O=C(CCCF)NC(CO*)COC(=O)*,O=C(CCCF)NC(CO[*])COC(=O)[*],7.63e-05,-4.117475462045119,1
14520,CCC(CNC(=O)CCOC(=O)*)O*,CCC(CNC(=O)CCOC(=O)[*])O[*],8.05e-05,-4.094204119632131,0
14521,CC(CCOC(=O)*)N(C)C(=O)CO*,CC(CCOC(=O)[*])N(C)C(=O)CO[*],4.98e-05,-4.302770657240282,0
14522,CN(CC(CNC(=O)*)O*)C(=O)C(C)(F)F,CN(CC(CNC(=O)[*])O[*])C(=O)C(C)(F)F,3.72e-05,-4.429457060118103,1
14523,CC(C)CC(N*)C(=O)NCC(C)NC(=O)*,CC(C)CC(N[*])C(=O)NCC(C)NC(=O)[*],5.46e-05,-4.262807357295263,3
14524,C[Si](C)(C)CNC(=O)C(CN*)NC(=O)*,C[Si](C)(C)CNC(=O)C(CN[*])NC(=O)[*],5.95e-05,-4.22548303427145,0
14525,CC(CO*)CN(C)CCOCCOC(=O)*,CC(CO[*])CN(C)CCOCCOC(=O)[*],0.000172,-3.7644715530924513,2
14526,CC(CCN*)NC(=O)C(C)(C)NC(=O)*,CC(CCN[*])NC(=O)C(C)(C)NC(=O)[*],5.6e-05,-4.251811972993799,1
14527,C=CC(CO*)NCCCOC(=O)*,C=CC(CO[*])NCCCOC(=O)[*],0.000126,-3.899629454882437,0
14528,CC(CCN(C)C(=O)CN*)OC(=O)*,CC(CCN(C)C(=O)CN[*])OC(=O)[*],4.95e-05,-4.305394801066432,1
14529,COCC(C)NC(CO*)C(C)OC(=O)*,COCC(C)NC(CO[*])C(C)OC(=O)[*],2.95e-05,-4.5301779840218375,0
14530,NC(=O)N(CO*)COC(=O)*,NC(=O)N(CO[*])COC(=O)[*],7.06e-05,-4.151195298948196,0
14531,CC(C)(C)C(OC(=O)*)C(=O)NCC#CCO*,CC(C)(C)C(OC(=O)[*])C(=O)NCC#CCO[*],5.06e-05,-4.295849483160201,2
14532,CCC(CNCCCOCCOC(=O)*)O*,CCC(CNCCCOCCOC(=O)[*])O[*],0.0001,-4.0,0
14533,CCC(CCNC(=O)CCNC(=O)*)O*,CCC(CCNC(=O)CCNC(=O)[*])O[*],8.44e-05,-4.073657553374345,3
14534,CCC(COC(=O)*)N(C)CCOCCO*,CCC(COC(=O)[*])N(C)CCOCCO[*],0.000244,-3.612610173661271,1
14535,CC(CCOC(=O)*)N(C)CCOCCO*,CC(CCOC(=O)[*])N(C)CCOCCO[*],0.000151,-3.8210230527068307,1
14536,CCNC(=S)NC(COC(=O)*)C(C)O*,CCNC(=S)NC(COC(=O)[*])C(C)O[*],3.64e-05,-4.4388986163509445,1
14537,CC(CN(C)CCCNC(=O)*)N*,CC(CN(C)CCCNC(=O)[*])N[*],7.38e-05,-4.131943638176958,0
14538,COCC(NC(=O)*)C(C)(C)O*,COCC(NC(=O)[*])C(C)(C)O[*],3.73e-05,-4.428291168191312,3
14539,COCC(CNCCCCO*)OC(=O)*,COCC(CNCCCCO[*])OC(=O)[*],9.83e-05,-4.007446482167865,3
14540,CCC=C(F)C(=O)NCC(CNC(=O)*)O*,CCC=C(F)C(=O)NCC(CNC(=O)[*])O[*],4.56e-05,-4.341035157335565,1
14541,CCC(O*)C(C)C(=O)NCCOC(=O)*,CCC(O[*])C(C)C(=O)NCCOC(=O)[*],5.85e-05,-4.23284413391782,2
14542,CC(C)C(CNCCOCCOC(=O)*)O*,CC(C)C(CNCCOCCOC(=O)[*])O[*],0.000107,-3.9706162223147903,0
14543,CC(CN(C)CCOCCN*)OC(=O)*,CC(CN(C)CCOCCN[*])OC(=O)[*],0.00016,-3.7958800173440754,0
14544,CCOC(=O)C(C)(CO*)NC(=O)*,CCOC(=O)C(C)(CO[*])NC(=O)[*],6.75e-05,-4.170696227168975,3
14545,CC(C)CC(N*)C(=O)NCCNC(=O)*,CC(C)CC(N[*])C(=O)NCCNC(=O)[*],6.07e-05,-4.2168113089247425,3
14546,CC(C)C(CCO*)NCCOC(=O)*,CC(C)C(CCO[*])NCCOC(=O)[*],5.26e-05,-4.279014255846261,1
14547,CC(CN*)N(C)CCOCCNC(=O)*,CC(CN[*])N(C)CCOCCNC(=O)[*],0.000161,-3.7931741239681505,0
14548,CN(CCOCCOC(=O)*)CC(C)(C)N*,CN(CCOCCOC(=O)[*])CC(C)(C)N[*],0.000117,-3.9318141382538383,0
14549,COCC(C)(CNC(C)CCO*)OC(=O)*,COCC(C)(CNC(C)CCO[*])OC(=O)[*],6.64e-05,-4.1778319206319825,2
14550,CCC(C)C(NC(=O)*)C(=O)NCCCO*,CCC(C)C(NC(=O)[*])C(=O)NCCCO[*],2.51e-05,-4.600326278518962,2
14551,COCCCN(CCNC(=O)*)CCO*,COCCCN(CCNC(=O)[*])CCO[*],0.000148,-3.8297382846050425,1
14552,CC(CCCOC(=O)COC(=O)*)O*,CC(CCCOC(=O)COC(=O)[*])O[*],4.32e-05,-4.364516253185088,2
14553,CN(CCOC(=O)*)CC(C)(O*)C(F)F,CN(CCOC(=O)[*])CC(C)(O[*])C(F)F,3.65e-05,-4.437707135543525,2
14554,C=CCOCCNC(CO*)COC(=O)*,C=CCOCCNC(CO[*])COC(=O)[*],9.35e-05,-4.029188389127483,0
14555,CCC(CNC(C)CCO*)OC(=O)*,CCC(CNC(C)CCO[*])OC(=O)[*],8.26e-05,-4.083019952679618,0
14556,CCCCC(=O)NCC(CNC(=O)*)O*,CCCCC(=O)NCC(CNC(=O)[*])O[*],4.64e-05,-4.333482019445119,0
14557,CCC(CO*)C(=O)N(C)CCOC(=O)*,CCC(CO[*])C(=O)N(C)CCOC(=O)[*],3.39e-05,-4.469800301796918,0
14558,C=CCCN(CCCOC(=O)*)CCO*,C=CCCN(CCCOC(=O)[*])CCO[*],8.97e-05,-4.047207556955908,1
14559,COC(=O)C(C)(COC(=O)*)N*,COC(=O)C(C)(COC(=O)[*])N[*],3.97e-05,-4.401209493236885,2
14560,CC(C)(COC(=O)*)ONC(=O)C(C)(C)O*,CC(C)(COC(=O)[*])ONC(=O)C(C)(C)O[*],6.12e-05,-4.213248577854439,1
14561,C=CCN(CCO*)CCOC(=O)*,C=CCN(CCO[*])CCOC(=O)[*],0.000109,-3.962573502059376,1
14562,CCC(CNC(=O)CC(C)(C)N*)NC(=O)*,CCC(CNC(=O)CC(C)(C)N[*])NC(=O)[*],4.63e-05,-4.334419008982047,2
14563,CC(CSCCO*)(OC(=O)*)C(F)F,CC(CSCCO[*])(OC(=O)[*])C(F)F,7.45e-05,-4.127843727251707,2
14564,CN(CCO*)CCOC(=O)*,CN(CCO[*])CCOC(=O)[*],0.000182,-3.7399286120149253,0
14565,CNCCCN(CCCO*)CCOC(=O)*,CNCCCN(CCCO[*])CCOC(=O)[*],0.000116,-3.9355420107730814,3
14566,CN(CCCO*)C(=O)CC(C)(C)NC(=O)*,CN(CCCO[*])C(=O)CC(C)(C)NC(=O)[*],5.34e-05,-4.272458742971444,1
14567,CC(C)(C)N(CO*)COC(=O)*,CC(C)(C)N(CO[*])COC(=O)[*],6.01e-05,-4.221125527997261,2
14568,CCC(C)C(COC(=O)*)NCC(C)(C)O*,CCC(C)C(COC(=O)[*])NCC(C)(C)O[*],5.52e-05,-4.2580609222708015,1
14569,CC(CCONC(=N)CO*)OC(=O)*,CC(CCONC(=N)CO[*])OC(=O)[*],8.74e-05,-4.058488567365597,1
14570,N=CNC(=O)CC(CCCCN*)NC(=O)*,N=CNC(=O)CC(CCCCN[*])NC(=O)[*],5.02e-05,-4.29929628285498,3
14571,CC(CN*)N(C)C(=O)CCCNC(=O)*,CC(CN[*])N(C)C(=O)CCCNC(=O)[*],3.73e-05,-4.428291168191312,2
14572,CCCCC(C)NCC(CNC(=O)*)O*,CCCCC(C)NCC(CNC(=O)[*])O[*],5.02e-05,-4.29929628285498,0
14573,CC(COC(=O)*)CN(C)CC(C)O*,CC(COC(=O)[*])CN(C)CC(C)O[*],5.91e-05,-4.228412519118745,2
14574,CC(CNC(=O)C(N*)C(C)C)NC(=O)*,CC(CNC(=O)C(N[*])C(C)C)NC(=O)[*],4.04e-05,-4.393618634889395,0
14575,CC(C)(CCCO*)CNC(=O)COC(=O)*,CC(C)(CCCO[*])CNC(=O)COC(=O)[*],5.18e-05,-4.285670240254767,3
14576,CCC(F)C(=O)N(CCN*)CCOC(=O)*,CCC(F)C(=O)N(CCN[*])CCOC(=O)[*],3.53e-05,-4.452225294612178,1
14577,CC(CCOC(=O)*)CNC(=O)CO*,CC(CCOC(=O)[*])CNC(=O)CO[*],4.76e-05,-4.3223930472795065,3
14578,CCN(OC)C(=O)C(O*)C(C)(C)OC(=O)*,CCN(OC)C(=O)C(O[*])C(C)(C)OC(=O)[*],5.45e-05,-4.2636034977233574,2
14579,CC(CC(=O)NC(C)CCN*)NC(=O)*,CC(CC(=O)NC(C)CCN[*])NC(=O)[*],6.32e-05,-4.199282921717615,3
14580,CC(CN(C)CCNC(=O)*)N*,CC(CN(C)CCNC(=O)[*])N[*],7.69e-05,-4.114073660198569,1
14581,CC(CSCCOC(=O)*)SCCO*,CC(CSCCOC(=O)[*])SCCO[*],0.00017,-3.769551078621726,0
14582,CC(NC(=O)*)C(=O)NC(C(=O)O)C(C)O*,CC(NC(=O)[*])C(=O)NC(C(=O)O)C(C)O[*],4.16e-05,-4.380906669373258,0
14583,CCC(CN(C)CCOCCO*)OC(=O)*,CCC(CN(C)CCOCCO[*])OC(=O)[*],0.000168,-3.774690718274137,2
14584,CN(CCOC(=O)*)CO*,CN(CCOC(=O)[*])CO[*],0.000178,-3.749579997691106,0
14585,CC(CO*)SCC(CC#N)OC(=O)*,CC(CO[*])SCC(CC#N)OC(=O)[*],7.38e-05,-4.131943638176958,0
14586,COC(CO*)(COC(=O)*)OC,COC(CO[*])(COC(=O)[*])OC,5.58e-05,-4.253365801062421,0
14587,CC(CC(C)NC(=O)CCCNC(=O)*)N*,CC(CC(C)NC(=O)CCCNC(=O)[*])N[*],4.44e-05,-4.35261702988538,1
14588,COCCC(COC(=O)*)N*,COCCC(COC(=O)[*])N[*],8.76e-05,-4.057495893831919,3
14589,CC(CN(C)CCOCCNC(=O)*)N*,CC(CN(C)CCOCCNC(=O)[*])N[*],0.00015,-3.8239087409443187,0
14590,CCN(CCO*)C(=O)C(C)NC(=O)*,CCN(CCO[*])C(=O)C(C)NC(=O)[*],5.18e-05,-4.285670240254767,3
14591,CN(CCCO*)CCOCCOC(=O)*,CN(CCCO[*])CCOCCOC(=O)[*],0.000264,-3.5783960731301687,3
14592,CC(=O)N(C)CC(C)(CO*)COC(=O)*,CC(=O)N(C)CC(C)(CO[*])COC(=O)[*],4e-05,-4.3979400086720375,3
14593,N#CN=C(NCCO*)NCCOC(=O)*,N#CN=C(NCCO[*])NCCOC(=O)[*],2.81e-05,-4.55129368009492,2
14594,C=C(Cl)CN(CCCO*)CCOC(=O)*,C=C(Cl)CN(CCCO[*])CCOC(=O)[*],9.84e-05,-4.007004901568658,1
