stage,source_mdp,parameter,value
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,rcoulomb,1.0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,vdwtype,Cut-off
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,rvdw,1.0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,DispCorr,EnerPres
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,fourierspacing,0.14
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,pbc,xyz
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,constraints,h-bonds
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,constraint-algorithm,lincs
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,lincs_iter,3
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,lincs_order,8
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,lincs-warnangle,30
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,tcoupl,nose-hoover
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,tc-grps,System
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,tau-t,2.00
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,nstxout-compressed,500
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,nstvout,0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,nstenergy,10000
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,gen-vel,no
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,nsteps,400000
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,ref-t,453.0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,pcoupl,Parrinello-Rahman
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,tau-p,20.0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,ref-p,1.00
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,compressibility,4.5e-5
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,nstpcouple,50
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,refcoord_scaling,com
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,annealing,single
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,annealing-npoints,2
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,annealing-time,0 400.0
generated:npt13_cool,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt13_cool.mdp,annealing-temp,453.0 353.0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,integrator,md
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,dt,0.001000
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,cutoff-scheme,Verlet
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nstlist,20
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,coulombtype,PME
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,rcoulomb,1.0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,vdwtype,Cut-off
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,rvdw,1.0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,DispCorr,EnerPres
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,fourierspacing,0.14
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,pbc,xyz
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,constraints,h-bonds
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,constraint-algorithm,lincs
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,lincs_iter,3
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,lincs_order,8
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,lincs-warnangle,30
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,tcoupl,nose-hoover
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,tc-grps,System
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,tau-t,5.00
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nstxout-compressed,500
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nstvout,0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nstenergy,10000
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,gen-vel,no
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nsteps,100000
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,ref-t,353.0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,pcoupl,Berendsen
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,tau-p,200.0
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,ref-p,200.00
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,compressibility,4.5e-5
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,nstpcouple,50
generated:npt14_p200_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt14_p200_up.mdp,refcoord_scaling,com
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,integrator,md
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,dt,0.001000
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,cutoff-scheme,Verlet
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nstlist,20
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,coulombtype,PME
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,rcoulomb,1.0
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,vdwtype,Cut-off
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,rvdw,1.0
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,DispCorr,EnerPres
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,fourierspacing,0.14
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,pbc,xyz
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,constraints,h-bonds
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,constraint-algorithm,lincs
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,lincs_iter,3
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,lincs_order,8
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,lincs-warnangle,30
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,tcoupl,nose-hoover
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,tc-grps,System
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,tau-t,5.00
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nstxout-compressed,500
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nstvout,0
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nstenergy,10000
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,gen-vel,no
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nsteps,100000
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,ref-t,353.0
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,pcoupl,Berendsen
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,tau-p,200.0
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,ref-p,1013.25
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,compressibility,4.5e-5
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,nstpcouple,50
generated:npt15_p1k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt15_p1k_up.mdp,refcoord_scaling,com
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,integrator,md
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,dt,0.001000
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,cutoff-scheme,Verlet
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nstlist,20
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,coulombtype,PME
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,rcoulomb,1.0
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,vdwtype,Cut-off
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,rvdw,1.0
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,DispCorr,EnerPres
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,fourierspacing,0.14
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,pbc,xyz
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,constraints,h-bonds
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,constraint-algorithm,lincs
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,lincs_iter,3
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,lincs_order,8
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,lincs-warnangle,30
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,tcoupl,nose-hoover
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,tc-grps,System
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,tau-t,5.00
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nstxout-compressed,500
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nstvout,0
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nstenergy,10000
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,gen-vel,no
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nsteps,150000
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,ref-t,353.0
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,pcoupl,Berendsen
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,tau-p,200.0
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,ref-p,2026.50
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,compressibility,4.5e-5
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,nstpcouple,50
generated:npt16_p2k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt16_p2k_up.mdp,refcoord_scaling,com
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,integrator,md
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,dt,0.001000
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,cutoff-scheme,Verlet
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nstlist,20
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,coulombtype,PME
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,rcoulomb,1.0
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,vdwtype,Cut-off
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,rvdw,1.0
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,DispCorr,EnerPres
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,fourierspacing,0.14
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,pbc,xyz
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,constraints,h-bonds
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,constraint-algorithm,lincs
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,lincs_iter,3
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,lincs_order,8
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,lincs-warnangle,30
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,tcoupl,nose-hoover
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,tc-grps,System
