stage,source_mdp,parameter,value
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,gen-vel,no
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nsteps,100000
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,ref-t,353.0
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,pcoupl,Berendsen
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,tau-p,200.0
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,ref-p,50.00
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,compressibility,4.5e-5
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nstpcouple,50
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,refcoord_scaling,com
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,define,-DPOSRES
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,integrator,md
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,dt,0.001000
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,cutoff-scheme,Verlet
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nstlist,20
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,coulombtype,PME
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,rcoulomb,1.0
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,vdwtype,Cut-off
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,rvdw,1.0
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,DispCorr,EnerPres
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,fourierspacing,0.14
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,pbc,xyz
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,constraints,h-bonds
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,constraint-algorithm,lincs
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,lincs_iter,3
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,lincs_order,8
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,lincs-warnangle,30
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,tcoupl,nose-hoover
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,tc-grps,System
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,tau-t,5.00
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nstxout-compressed,500
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nstvout,0
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nstenergy,10000
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,gen-vel,no
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nsteps,100000
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,ref-t,353.0
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,pcoupl,Berendsen
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,tau-p,200.0
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,ref-p,200.00
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,compressibility,4.5e-5
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,nstpcouple,50
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,refcoord_scaling,com
reference:npt02_p200,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt02_p200.mdp,define,-DPOSRES
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,integrator,md
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,dt,0.001000
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,cutoff-scheme,Verlet
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nstlist,20
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,coulombtype,PME
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,rcoulomb,1.0
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,vdwtype,Cut-off
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,rvdw,1.0
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,DispCorr,EnerPres
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,fourierspacing,0.14
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,pbc,xyz
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,constraints,h-bonds
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,constraint-algorithm,lincs
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,lincs_iter,3
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,lincs_order,8
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,lincs-warnangle,30
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,tcoupl,nose-hoover
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,tc-grps,System
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,tau-t,5.00
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nstxout-compressed,500
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nstvout,0
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nstenergy,10000
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,gen-vel,no
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nsteps,100000
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,ref-t,353.0
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,pcoupl,Berendsen
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,tau-p,200.0
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,ref-p,500.00
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,compressibility,4.5e-5
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,nstpcouple,50
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,refcoord_scaling,com
reference:npt03_p500,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt03_p500.mdp,define,-DPOSRES
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,integrator,md
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,dt,0.001000
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,cutoff-scheme,Verlet
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nstlist,20
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,coulombtype,PME
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,rcoulomb,1.0
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,vdwtype,Cut-off
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,rvdw,1.0
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,DispCorr,EnerPres
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,fourierspacing,0.14
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,pbc,xyz
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,constraints,h-bonds
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,constraint-algorithm,lincs
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,lincs_iter,3
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,lincs_order,8
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,lincs-warnangle,30
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,tcoupl,nose-hoover
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,tc-grps,System
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,tau-t,5.00
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nstxout-compressed,500
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nstvout,0
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nstenergy,10000
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,gen-vel,no
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nsteps,200000
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,ref-t,353.0
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,pcoupl,Berendsen
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,tau-p,200.0
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,ref-p,1013.25
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,compressibility,4.5e-5
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,nstpcouple,50
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,refcoord_scaling,com
reference:npt04_p1k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt04_p1k.mdp,define,-DPOSRES
reference:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt05_p2k.mdp,integrator,md
reference:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt05_p2k.mdp,dt,0.001000
