model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,k,n_selected,true_ge_1e4_hits,true_ge_1e4_hit_rate,base_prevalence_true_ge_1e4,enrichment,mean_true_log10_cond,median_true_log10_cond
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386624,-3.312471038785365
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.493302524310465,-3.5474530158360644
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6294879858352957,-3.688246138944246
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,200,200,172,0.86,0.11180223285486443,7.692154065620542,-3.755405713504231,-3.772113295386327
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.3842584822062576,-3.3665315444204134
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,50,50,47,0.94,0.11180223285486443,8.407703281027104,-3.4812988331780814,-3.5421840201161103
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,100,100,96,0.96,0.11180223285486443,8.586590584878744,-3.6236318825534353,-3.688246138944246
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,200,200,174,0.87,0.11180223285486443,7.781597717546362,-3.754718740937941,-3.772113295386327
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386624,-3.312471038785365
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.5309305861464817,-3.5598962785205837
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.641511630772337,-3.714466010694877
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,200,200,172,0.86,0.11180223285486443,7.692154065620542,-3.7582418644910045,-3.772113295386327
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386623,-3.312471038785365
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.511873354072023,-3.5528530478812814
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.6415116307723365,-3.714466010694877
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,200,200,172,0.86,0.11180223285486443,7.692154065620542,-3.7582418644910045,-3.772113295386327
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386624,-3.312471038785365
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.497439956183399,-3.549750891680639
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.6387601360054975,-3.709965388637482
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,200,200,171,0.855,0.11180223285486443,7.647432239657632,-3.7588951574714837,-3.772113295386327
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386623,-3.312471038785365
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.4961643442895194,-3.549750891680639
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.6314965364947405,-3.688246138944246
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,200,200,173,0.865,0.11180223285486443,7.736875891583453,-3.75646040828878,-3.772113295386327
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.384258482206257,-3.3665315444204134
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,50,50,47,0.94,0.11180223285486443,8.407703281027104,-3.4907298483323563,-3.5421840201161103
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.6276598076681,-3.688246138944246
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,200,200,175,0.875,0.11180223285486443,7.826319543509273,-3.7508871856996304,-3.7734020068302323
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.3517776591358936,-3.312471038785365
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4800887895310284,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6363013668586097,-3.714466010694877
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,200,200,173,0.865,0.11180223285486443,7.736875891583453,-3.7598541842806377,-3.772113295386327
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.3517776591358936,-3.312471038785365
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4800887895310284,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.63630136685861,-3.714466010694877
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,200,200,172,0.86,0.11180223285486443,7.692154065620542,-3.762962902157942,-3.772113295386327
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,25,25,24,0.96,0.11180223285486443,8.586590584878744,-3.365423547890772,-3.312471038785365
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4800887895310284,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6367589417642163,-3.714466010694877
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,200,200,170,0.85,0.11180223285486443,7.602710413694722,-3.7649619918453023,-3.772113295386327
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,25,25,24,0.96,0.11180223285486443,8.586590584878744,-3.4138198714495287,-3.3665315444204134
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4815953039550958,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6318925376803146,-3.709965388637482
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,200,200,169,0.845,0.11180223285486443,7.557988587731812,-3.765716526725794,-3.772113295386327
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.3842584822062576,-3.3665315444204134
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4653412698208026,-3.5398861442715357
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,100,100,96,0.96,0.11180223285486443,8.586590584878744,-3.624783900306122,-3.688246138944246
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,200,200,171,0.855,0.11180223285486443,7.647432239657632,-3.761001178487112,-3.7734020068302323
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.3517776591358936,-3.312471038785365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4793879840379525,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6397166879188756,-3.714466010694877
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,200,200,171,0.855,0.11180223285486443,7.647432239657632,-3.7632083450119502,-3.772113295386327
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,25,25,24,0.96,0.11180223285486443,8.586590584878744,-3.365423547890772,-3.312471038785365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.4793879840379525,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.639716687918876,-3.714466010694877
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,200,200,171,0.855,0.11180223285486443,7.647432239657632,-3.7632083450119502,-3.772113295386327
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,25,25,24,0.96,0.11180223285486443,8.586590584878744,-3.365423547890772,-3.312471038785365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,50,50,49,0.98,0.11180223285486443,8.765477888730386,-3.480330751963494,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6379806633323555,-3.709965388637482
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,200,200,171,0.855,0.11180223285486443,7.647432239657632,-3.7629712217623092,-3.772113295386327
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386623,-3.312471038785365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.487151307054006,-3.5474530158360644
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,100,100,97,0.97,0.11180223285486443,8.676034236804565,-3.6245779966730822,-3.688246138944246
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,200,200,172,0.86,0.11180223285486443,7.692154065620542,-3.759679038938879,-3.772113295386327
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.317559348279515,-3.312471038785365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.47314590865711,-3.5421840201161103
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,100,100,96,0.96,0.11180223285486443,8.586590584878744,-3.622805533570445,-3.688246138944246
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,200,200,173,0.865,0.11180223285486443,7.736875891583453,-3.7587404883745807,-3.7734020068302323
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386623,-3.312471038785365
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.4961010203907863,-3.549750891680639
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,100,100,95,0.95,0.11180223285486443,8.497146932952925,-3.641433728328075,-3.714466010694877
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,200,200,170,0.85,0.11180223285486443,7.602710413694722,-3.7612374773034354,-3.772113295386327
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,10,10,10,1.0,0.11180223285486443,8.944365192582026,-3.1428347741694607,-3.1506262056909997
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,25,25,25,1.0,0.11180223285486443,8.944365192582026,-3.333796857386623,-3.312471038785365
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,50,50,48,0.96,0.11180223285486443,8.586590584878744,-3.4961010203907863,-3.549750891680639
