model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,tail_definition,n_tail,tail_mae_log10,tail_rmse_log10,tail_r2,tail_median_abs_error_log10,tail_p90_abs_error_log10
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,true_ge_1e-4,701,0.13982859656478813,0.1804203268440523,-0.16542450852100798,0.11233643602270682,0.2875327302906321
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,true_top_5pct,317,0.1497439706845571,0.19565436926254373,-0.09003091700899679,0.11738182684814547,0.28983858164056725
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,true_top_10pct,643,0.13952196531537125,0.17982266267992214,-0.1342827061024725,0.11182415025080195,0.2804979915120352
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,true_ge_1e-4,701,0.138792284977812,0.17884787794029527,-0.14519857653962398,0.11139018142681634,0.27774795750788206
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,true_top_5pct,317,0.14863503445491857,0.1943690684094351,-0.07575660398521289,0.12558520628050607,0.2868345372640843
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,true_top_10pct,643,0.13913977635408878,0.1792365821950276,-0.12690101553125155,0.114815642774035,0.27677083507277755
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,true_ge_1e-4,701,0.13809223159966227,0.1778376317608865,-0.13229750154907882,0.11391587153550375,0.2757487643025378
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,true_top_5pct,317,0.15909869939054416,0.2044389906654643,-0.19011018208005237,0.12956509341383482,0.31065841072212974
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,true_top_10pct,643,0.14874704801672262,0.18806732891949302,-0.24067826855311347,0.12537723705152182,0.2963975089870183
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,true_ge_1e-4,701,0.1476032944898105,0.1866841907084958,-0.24775207073618732,0.12378983728584148,0.294259841960574
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,true_top_5pct,317,0.15908889409353233,0.20442029853496818,-0.18989256529590604,0.12962201439026533,0.31060619559683883
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,true_top_10pct,643,0.14873562194574072,0.1880497704436274,-0.24044661319187344,0.12541580025405885,0.2962192125410632
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,true_ge_1e-4,701,0.14759223180952097,0.18666539168550467,-0.24750078712459822,0.12380915937424097,0.2942120752300821
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,true_top_5pct,317,0.1589949358279409,0.20425289015205733,-0.18794445714995955,0.1294570422608099,0.3101776837789037
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,true_top_10pct,643,0.1486267695916566,0.1878920699407413,-0.23836698256908107,0.1248113599446703,0.294516476361211
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,true_ge_1e-4,701,0.14748606864766114,0.18649560761611747,-0.24523245625863788,0.12354602398048975,0.29385147051703564
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,true_top_5pct,317,0.15843705747621886,0.20349040073965652,-0.1790916632015327,0.12749045843061113,0.30534960798870336
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,true_top_10pct,643,0.14802191250626168,0.18718726957756568,-0.22909395130008514,0.12490750621781288,0.2899107993392812
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,true_ge_1e-4,701,0.1468542749736697,0.18569228908878416,-0.23452803366686426,0.12339067411280435,0.2866399398122228
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,true_top_5pct,317,0.1591320753771026,0.20447886713748506,-0.19057449687225914,0.13848471582803112,0.30432360072559606
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,true_top_10pct,643,0.14874086397145916,0.1882384834966556,-0.24293750615079057,0.1296647310687855,0.2924871411984303
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,true_ge_1e-4,701,0.14734470662371246,0.1863399711371401,-0.2431549518083831,0.12772757275617774,0.28816984120959876
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,true_top_5pct,317,0.14307897679794826,0.19263425304661888,-0.05663925508156242,0.10592117241173105,0.29197556735077196
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,true_top_10pct,643,0.13284232825245648,0.17634299953429597,-0.09080949572144514,0.10257426594309482,0.28763680250485146
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,true_ge_1e-4,701,0.13281137973689747,0.176034674689413,-0.10945492024356507,0.10257426594309482,0.28747079599619996
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,true_top_5pct,317,0.14303898094908263,0.1925676507200704,-0.055908725949178395,0.10619410448485223,0.2916037510106445
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,true_top_10pct,643,0.13280687873387045,0.17628581482463007,-0.09010215252625553,0.1027214839029087,0.287445811800862
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,true_ge_1e-4,701,0.1327767163804936,0.17597778884422766,-0.10873799235950332,0.1027214839029087,0.28719452689130565
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,true_top_5pct,317,0.14266286802008843,0.19195609821422202,-0.04921270764057861,0.10725764373769575,0.28932545188696374
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,true_top_10pct,643,0.13247898729233362,0.17576242112181534,-0.08363872135936545,0.10109311255813536,0.2859539107422101
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,true_ge_1e-4,701,0.13245482930308677,0.17545638232099864,-0.10217754184620964,0.10107997058320617,0.285466421622782
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,true_top_5pct,317,0.14049679382741595,0.18853633584324528,-0.012161559598658389,0.10327874215547128,0.27893277894548923
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,true_top_10pct,643,0.13068857466632688,0.1729339143326508,-0.049041830522459806,0.10142460683274201,0.2701488833091845
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,true_ge_1e-4,701,0.1306297129510372,0.17259841059100614,-0.06656370509167098,0.10142460683274201,0.2702594290609315
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,true_top_5pct,317,0.13698769403656932,0.18380579200749178,0.03799329343260904,0.10989906863995103,0.2726686818750419
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,true_top_10pct,643,0.1287302896189935,0.16967341509681846,-0.009857429285290875,0.10145873082463686,0.26468960404640046
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,true_ge_1e-4,701,0.12824733616201006,0.1689420379733701,-0.021853587840536592,0.10371895683064114,0.2636601301056718
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,true_top_5pct,317,0.14667200936772107,0.1927517643127264,-0.05792879613740487,0.11601093442869281,0.2985431738616672
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,true_top_10pct,643,0.1357291194728996,0.17616077212539258,-0.08855624286350272,0.10934852789766492,0.2876330365568678
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,true_ge_1e-4,701,0.1350930811545193,0.17543735355477247,-0.10193848594855881,0.10933641821541062,0.28308392703443275
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,true_top_5pct,317,0.14664325967197753,0.1927085598036531,-0.05745458857946839,0.11627672076700435,0.2981511876584626
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,true_top_10pct,643,0.13569967515864556,0.17612238928092716,-0.08808193371251338,0.1094014323803858,0.28755006449707377
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,true_ge_1e-4,701,0.13506419520281712,0.1753982105267829,-0.10144681873799333,0.10928217364913184,0.28293233934410456
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,true_top_5pct,317,0.14638626802267973,0.19231260321350147,-0.05311356753018659,0.11718561391133742,0.2945419081745657
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,true_top_10pct,643,0.13543831284384508,0.1757713301463614,-0.08374857884290021,0.10940044174072217,0.28674614869903764
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,true_ge_1e-4,701,0.1348108952661911,0.17503933853415962,-0.09694421822193022,0.1092276429909953,0.2815050783347033
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,true_top_5pct,317,0.1449946775509293,0.19012490252467312,-0.029289928771773166,0.11146339205749811,0.2824505942752418
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,true_top_10pct,643,0.13421573602453926,0.17389231362579538,-0.06070162458233819,0.10850481542224921,0.2745785422870528
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,true_ge_1e-4,701,0.13355846965619983,0.17307754566792405,-0.07249350932220056,0.10850091692011166,0.27231726849754967
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,true_top_5pct,317,0.14288182314553963,0.18782191852115532,-0.0045053619544075385,0.1200102660547735,0.2763156682602502
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,true_top_10pct,643,0.13313533944519249,0.1723387231644032,-0.04183322760803665,0.1085656059781277,0.2684115728121736
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,true_ge_1e-4,701,0.13209793384240007,0.17108357016291054,-0.047924093164574355,0.10861525121195292,0.26456186845226304
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,true_top_5pct,317,0.15587498524231727,0.20041990308921112,-0.14377713437199313,0.1257184028263585,0.30612174672516995
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,true_top_10pct,643,0.14519002211999985,0.18391999141006507,-0.18656173391335273,0.12271771952020627,0.29385707397591726
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,true_ge_1e-4,701,0.1440893399221338,0.18264385417812026,-0.19432725368668335,0.1213228485375284,0.2892804412283301
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,true_top_5pct,317,0.15586009288028627,0.2004005143923005,-0.14355584621472195,0.1258047144896186,0.30605864002408106
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,true_top_10pct,643,0.14517519374490115,0.1839008505303689,-0.18631477159678989,0.12258396982154851,0.29364989243009554
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,true_ge_1e-4,701,0.14407516568127193,0.18262347187705327,-0.19406070456604851,0.12144508801612464,0.28920630224556954
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,true_top_5pct,317,0.15573001475989232,0.2002257510390091,-0.14156219352763344,0.1254011664218777,0.30521112669272304
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,true_top_10pct,643,0.1450398831763329,0.18372782297447066,-0.1840834759771195,0.12174210466576252,0.29158662757281
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,true_ge_1e-4,701,0.14394474261999263,0.1824383569125511,-0.19164122939535244,0.12128906347685531,0.28884178286923223
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,true_top_5pct,317,0.15498846659701737,0.19937480070428654,-0.13187963775547806,0.12554281463638572,0.2990402270535301
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,true_top_10pct,643,0.14427292475073342,0.18289831747439914,-0.17341566874459424,0.12119381976451393,0.2810757780394448
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,true_ge_1e-4,701,0.14317558822110382,0.18150987126596207,-0.1795428271354398,0.11958411076526732,0.2788746023754243
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,true_top_5pct,317,0.15507353113579542,0.1999072186748032,-0.1379329374149274,0.13593716544703094,0.30110014435200516
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,true_top_10pct,643,0.14456281776910312,0.18347673234899897,-0.1808492450838841,0.12627950215732708,0.2837977553397117
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,true_ge_1e-4,701,0.14318543299682837,0.1816706576991466,-0.18163349562875775,0.12380068979506476,0.2737805006747114
