model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,9,627,-3.8844648457462387,-3.9246533380877167,0.23683422427852902,0.13510361574912383,-4.018123219531718,-3.0008604858716184
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,0,627,-4.535732479174765,-4.512320439965967,0.2083128583607541,0.15561592376380462,-5.0682803878742195,-4.453603351768059
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,1,627,-4.419868110319224,-4.420508553239732,0.1878002369399878,0.14839594724335883,-4.453558039410481,-4.389568218923117
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,2,627,-4.365201870638459,-4.371094783963634,0.17907371754742457,0.13709705887438706,-4.389378558788433,-4.342316395642127
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,3,627,-4.32186045792049,-4.344347245690426,0.1696367019514004,0.13068543529285,-4.342299574872644,-4.3013420090485255
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,4,627,-4.281884003050256,-4.308334437645984,0.16890812809398958,0.12872135561019793,-4.30129593472283,-4.261795496918304
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,5,628,-4.241325579558137,-4.276103581752912,0.17442170339272864,0.13546871270204336,-4.2617185989816955,-4.220137310421454
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,6,626,-4.1966220137930454,-4.231660814544344,0.15734833610474314,0.12280806419199883,-4.220131501595171,-4.1726508283507
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,7,627,-4.1453690457906545,-4.185506283889312,0.15865373086838247,0.12349087558352717,-4.172551952272297,-4.115873629665605
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,8,627,-4.0735560417672625,-4.112627960994128,0.16933146512861558,0.1320671905531726,-4.1157991523634,-4.020405987428501
