model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,4,627,-4.302649915919211,-4.301916932915944,0.16615222968021656,0.12829940338893764,-4.320434159011393,-4.284804452892053
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,5,629,-4.265213061933234,-4.27162486381763,0.18406718186096088,0.1352600106133412,-4.284769649093802,-4.245981461733281
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,6,625,-4.223299426455063,-4.222193455602851,0.1597654894825324,0.1246697619572054,-4.245874681308297,-4.200088949432705
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,7,628,-4.173823877229989,-4.198284728283037,0.16600645056256888,0.12557671868623335,-4.199933820520003,-4.145377393831485
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,8,627,-4.103003548182852,-4.114531241193236,0.15361871603371285,0.11975673538000557,-4.145247506803884,-4.045065375605698
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,9,626,-3.9193059840976603,-3.917400235748105,0.23057267515602656,0.13051517296146886,-4.044784206359093,-3.13660340818351
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,0,627,-4.56412196166387,-4.507631346783309,0.21506307713047843,0.17034804129657902,-5.072880096028609,-4.480224925976474
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,1,627,-4.44401092798076,-4.418237583189145,0.1829209606845503,0.14810873806841932,-4.480030102725086,-4.412092955223839
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,2,627,-4.389894441500804,-4.38034426011879,0.18407404514847253,0.1430050759236083,-4.412050991846204,-4.367243244462759
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,3,628,-4.3454183159126245,-4.33144585230003,0.15873642425716494,0.12677869030807157,-4.367223755977489,-4.322592867476301
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,4,626,-4.302574867914849,-4.309906770014164,0.17401298576648835,0.13577648633017492,-4.322562167543433,-4.282726715486611
