row_id,canonical_structure,canonical_group_id,conductivity_S_cm,log10_conductivity_S_cm,stratification_bin,fold,source_file
14188,[*]CNC(=O)OCCOCCCNC([*])=O,sha256:1a747ed15da5023d5f844feaa64525e044281e1e79226f7ab8913727e89f60f2,0.000129,-3.889410289700751,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14189,[*]CNCCOC(=O)OC([*])COCC#C,sha256:704f193fb1d5b410f4ccf5dc66dd512bd99258e7bf25db60e4fbc85bb4b63d1a,9.98e-05,-4.000869458712629,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14190,[*]CCNC(=O)C(CC)NC(=O)OC([*])CC,sha256:497d98749758166a6ab9e86aba44b5bb2afe26f0ef10dd7ed9ddbe929371bc00,2.81e-05,-4.55129368009492,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14191,[*]CCOC(=O)OCCN([*])CCC=C,sha256:5173d88a85786441e58b9e52566df32d38489959c919e9d8bf53ff06416099ee,0.000124,-3.906578314837765,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14192,[*]CCCN(C)CCCOC(=O)OC([*])C,sha256:d67e56b799dc4d3460f380799127ade5a342e453e43d6e05e64f790b1b84b0d0,9.42e-05,-4.025949097207123,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14193,[*]CNC(=O)OC([*])CC=C,sha256:0e042777a7c63678ed0188309d070d1b19baf4d0e961b7f16c38dd11fdf9d024,5.31e-05,-4.274905478918531,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14194,[*]CNC(=O)OC([*])CNC(CCC)CCC,sha256:1c3327f7998835a14b62158cabaa549d5c222253b7427e24d39480171afb5d04,6.67e-05,-4.175874166083451,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14195,[*]OC(=O)OC(C)C([*])CC,sha256:a8751456558bbc2a422bf3027268d9ed926b1d695734735baf3b2a44c9dad7e2,2.2e-05,-4.657577319177793,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14196,[*]CCNC(=O)NCCN([*])CCCNC,sha256:9ec5a3a5e8b895c428964b96ef6e91fc57256dabaf4c69525aed5e9d5af73a18,9.52e-05,-4.021363051615526,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14197,[*]COC(=O)OCC(C)N(C)C(=O)C([*])=C,sha256:ca008e2eb5c5fa14a2e5b77e936dd86ecfad8f3eb02ea26458d1aa8058a6c448,6.57e-05,-4.182434630440219,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14198,[*]NC(=O)NCCNC(=O)C([*])CCC,sha256:77c2f42be2c91f5de9e4b47cd958a7ffce6cc4a7c3dd9d78985bd645f9fb4af4,7.84e-05,-4.105683937315562,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14199,[*]COC(=O)NC([*])C(=O)NCC(C)(C)OC,sha256:5d1e1304691756c857915266eb26eac57dab41334a6c5fb2068459a95f4ef769,4.35e-05,-4.361510743045363,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14200,[*]CNCC(C)OC(=O)OC([*])(C)CCC,sha256:c1e418b1c416f7d1af8bc91fe964f9e67c8e13159c7579698b1630b9bd7d30a8,4.91e-05,-4.308918507877031,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14201,[*]CCOC(=O)OC(C)(C)CCN([*])C(C)C,sha256:58d1076ef0803ba78adbe0867e4ec216f010b348c6dcbbca55d3423014d26e8b,4.05e-05,-4.392544976785332,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14202,[*]CCCCOC(=O)OC(C)CNC([*])C,sha256:60efaf7149329912483bf6807d7b362c35e9f36473eca0effb9adee11e7c0778,6.17e-05,-4.209714835966758,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14203,[*]COC(=O)OC(C)(C)CNC([*])(C)C,sha256:8f74f031a3275368328da0f6208f5f11ac421f581c56612d76061f71fbff7bcb,3.15e-05,-4.501689446210399,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14204,[*]CNC(=O)OC([*])CC(=O)NCCON,sha256:889622207988e41489bf5355f16c455a546a7e3fe83490dffba7242d42f8a867,0.000148,-3.8297382846050425,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14205,[*]CNCCCCCOC(=O)OC([*])(C)C,sha256:913f1a9a06fc6ea35e4447ee417a443706b19544dfcdbdd4396614b845b5ef67,5.18e-05,-4.285670240254767,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14206,[*]CNCC#CCOC(=O)OC([*])COC,sha256:cfb6deecda2c63b333464fb5e7642f640867a16eaddb5691aac97d072687c4ca,9.23e-05,-4.034798298974088,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14207,[*]CCOCCOC(=O)OCC(=O)N([*])C,sha256:2d71415ddf3f7d0a30b91714bd68ed95a242aef04ea7703d93da42d8fc4c077e,8.53e-05,-4.069050968832477,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14208,[*]CCCOC(=O)OCCCN([*])CC,sha256:71784432f29420ccccaf00991a2561e2531a8e5d4ecf2c7f53eaf4488b1b4a92,0.000135,-3.869666231504994,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14209,[*]CNC(=O)OC([*])CN(C)C(C)CC,sha256:550fbdd74511189a8f4428d1c6064543de54125c71d3e6108601918c350aedd0,5e-05,-4.301029995663981,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14210,[*]COC(=O)OCCCCCCNC([*])CC,sha256:1874c4a0f65ed66e7b7fb0fab33fc4c382519b2416c2f9a563909d50e3b1c2fa,8.65e-05,-4.062983892535186,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14211,[*]CC(C)(C)OC(=O)OC([*])CNC(C)CF,sha256:6f3f2c50ebe31ce531b573c7ff7e7bd9e1cdd8ec6857704ffd0e7aff5375081b,2.9e-05,-4.537602002101044,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14212,[*]CONC(=O)C(C)CNC(=O)NC([*])C,sha256:21323b4ccfa3ae8221b33b8c30b0bc9303543a9c331ac2d156cc0be0c7f388af,4.73e-05,-4.325138859262188,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14213,[*]CCSCCOCCOC(=O)OC([*])C,sha256:8ecc0717b5e7635bfb2da68aca697d7e4909c54d69ba1a5df0adbb1b627305b5,0.000172,-3.764471553092451,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14214,[*]CCCCCCNC(=O)OCCN([*])C,sha256:085a5e7dad99db32c8e60ee24aa1f6d7e312fe5187ba6cf7efbf3180aa88879f,0.000122,-3.913640169325252,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14215,[*]CC(C)(C)NC(=O)OC(C)(C)CN([*])C,sha256:db4f66e3ec1724040b2fc1104f3cbc01381fbf27e73a4d8f682830cb6e0ce937,4e-05,-4.3979400086720375,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14216,[*]COC(=O)OCCCCCCONC([*])=N,sha256:b76df934bd946967a8ea0d06989817cb0432e4fdf8e4bbb40e56b6eb00ceda52,9.36e-05,-4.028724151261895,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14217,[*]CCNC(=O)NCCOCCN([*])C,sha256:61ce8b47127f89527a286343b490c047db35c60efc26bfd0520b6277578fa349,0.000202,-3.694648630553376,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14218,[*]COC(=O)OC([*])CN(C)CCN(C)C,sha256:1b176261d7f060ad1c3f6d93342454e841d59e95c3193b88f7496d8fc29c445d,0.000105,-3.9788107009300617,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14219,[*]CCOC(=O)OC(C)CN([*])CC=C,sha256:ac9c89ad1dfe64392790c90065538976ee461c9b95b10adc81be65c642b8a486,9.07e-05,-4.042392712939905,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14220,[*]NC(=O)OC(C)C([*])C(=O)NC(C)(C#N)CC,sha256:903103d3a44c43e99a5891d08d49932c4c3050248458c7b08eb816db85cb7829,4.4e-05,-4.356547323513813,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14221,[*]CN(C)CC(C)NC(=O)OC([*])(C)C=C,sha256:9fcdd23ce2ad741646c667dab1ff92e3255346dc51716c27c6b0fe52f7fecc44,3.45e-05,-4.462180904926726,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14222,[*]NC(=O)OC(C)(C)C([*])C(=O)NCC#C,sha256:fdfc5ebbeb26812733e01dcdca1aa6c45662bdde5b1fc940bb6bd0a7d8b0a154,4.07e-05,-4.39040559077478,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14223,[*]COC(=O)NC([*])C(=O)NC(C)(C)C,sha256:d2fa14306d770ccb69e30526c1a6c6065637c9a568a52ee0790426369f9e9871,4.36e-05,-4.360513510731414,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14224,[*]NC(C)C(C)OC(=O)OC(C)(C)C([*])CC,sha256:c3f9cfd7984d9c125f46b89b85485e2aec4e60cde227a9636c7d9e023ba7d7ad,1.96e-05,-4.707743928643524,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14225,[*]CNCC(C)(C)OC(=O)OC([*])C(C)C,sha256:c5dabb2070f86b107fc3e41c8b1b0884e8f83cac422e7632602c9dd9d1424636,5.37e-05,-4.270025714300444,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14226,[*]CNC(C)C(C)OC(=O)OC([*])(C)CCC,sha256:b6e4290307327795f53a1305a3b599a093dbb5d13699ab816de26b1395ec1ecd,4.26e-05,-4.370590400897281,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14227,[*]CN(C)CCCOC(=O)OC([*])CC,sha256:549384285c3a3223f265bd27aca047fe2395f50ad1cd3a1ea803320105bbbee7,6.87e-05,-4.16304326294045,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14228,[*]CNC(=O)CCOC(=O)OCC([*])CC=C,sha256:90b6c2ace0a55859bdbcd551303f37fac9968d913b1a0de523f7ef2b9a8612cf,8.76e-05,-4.057495893831919,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14229,[*]COC(=O)OC(C)C(C)NC([*])C(=O)OC,sha256:25ed918ef9e57b3ed215409298ebf679123dcbce31ff7c3336391d9dd52e7711,3.25e-05,-4.488116639021126,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14230,[*]CCOC(=O)OCCN([*])CCCOCC,sha256:de055c0b03817a10a491d9e16460a33f40c46d2d8393b9656e2edf82ce55051a,0.00012,-3.9208187539523753,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14231,[*]CCCCOC(=O)OCCOCCN([*])C,sha256:e5214f89ff10d03b8faed0bc9578908dac0db779e304b0b64a887ff8b883bac6,0.000303,-3.518557371497695,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14232,[*]NC(=O)OCC(NC(=O)C([*])CC)C(C)C,sha256:a42a88fb4be8415c13669306f3d24303fcf92d732bd686eff4bd0e0999103421,3.04e-05,-4.517126416391246,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14233,[*]CNCCOCCOC(=O)OC([*])C=C,sha256:2b2ba09b10a4400f9439e1b67e79d213abdab71c48b400274921c3ca9c491022,0.000172,-3.764471553092451,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14234,[*]NC(C)C(C)OC(=O)OC(C)C([*])CC,sha256:42d9adbff1109c84f04ae18e66db97e5196675e2a88a460265d7f3ad25181368,5.11e-05,-4.291579099865287,2,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14235,[*]CCOC(=O)OC(C)CN([*])CC(C)C,sha256:b1169a19d850f0b9153c2db5d18fc2c74f1629c881ebde9ea2dec4726165c0f8,2.73e-05,-4.563837352959244,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14236,[*]CNC(=O)NCC([*])NCCC=C(C)C,sha256:bb256194b9eb17a05cff6bd9c66b8415ea6fb8de9a3699e1c8d6bc8d1add1c09,5.6e-05,-4.251811972993799,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14237,[*]CSCCOCCOC(=O)OC([*])C,sha256:410cb06b9c875cc5b64a06e1f5e2de886d6a419631d4485c86c20cd8cbe70000,0.000228,-3.642065152999546,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14238,[*]COC(=O)OC([*])CNC(=O)C(=O)CCC,sha256:f162f663e7cfb45a9e8a25db30ddd5d343cca0b5bb9dcf5266de2714c524195c,3.68e-05,-4.434152181326482,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14239,[*]CCOC(=O)OC([*])C(C)C,sha256:106193125576a0b157758fdba9f19a3518c23d3944918afe584e625214bce61f,4.17e-05,-4.379863945026242,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14240,[*]COC(=O)OC([*])CNC(C#N)C(N)=O,sha256:dae6ab8209fb08d676753cf7fc9f0e7bc2c963abd02e9dc5aec23a2cda28b980,5.04e-05,-4.297569463554475,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14241,[*]CNCCOCCOC(=O)OC([*])CC,sha256:9f080b582cf924c6e9ba3f20ee1b875a003c5651f9a3bc1d7c26894f213ce58a,0.000204,-3.690369832574101,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14242,[*]CCOC(=O)OC(C)C(=O)NC([*])CCC,sha256:2373164c7d759fe1f21d113a0c220ec45dc9b663d0cce750c60cf3f45280d626,6.84e-05,-4.164943898279883,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14243,[*]CNCC(C)OC(=O)OC([*])CCCC,sha256:f3774d9ab4f6e78f73b2e8336e48733fb9abf066c93c8d577dd63da3e7389a2d,5.13e-05,-4.289882634888183,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14244,[*]CNCC(C)OC(=O)OC([*])CCCCC,sha256:4b1b4ce8c7dc28fbb29b11308b97486399a0a71c06d448ecf92c767382d22dbf,5.73e-05,-4.24184537803261,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14245,[*]COC(=O)OC([*])CNCC(C#N)CCC#N,sha256:fc36a0d562fce6869c5ea5fb93b10bb4cb0771599020fa8c0fc95792993f43f6,8.56e-05,-4.067526235322847,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14246,[*]COC(=O)OC([*])CN(CCC)C(C)CC,sha256:562039c5ed689af741f84e09e93ee7b80c1903b9c19237c972a17019ca09de66,1.95e-05,-4.709965388637482,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14247,[*]CCOC(=O)OC(C)CC(C)NC([*])C,sha256:c4c64974ad7b54848ca6b4f3f76574f8f42a44896c7263c552027e45f4436d61,6.47e-05,-4.189095719331299,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14248,[*]CCCCCCOC(=O)OCCCN([*])C,sha256:565402d356b0978e3e48cca3ca205053ae14b4bd4082de88ecd6ebe5ea8a6d79,0.000136,-3.866461091629783,5,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14249,[*]OC(=O)NC(C(=O)O)C([*])CCCCCC,sha256:8e5c2bb016c70aa94fca0ae1ac6058c98f736a446a386c842bc0f260ef29e855,2.32e-05,-4.634512015109101,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14250,[*]COC(=O)NCC(C)C(=O)NC([*])C=C,sha256:940fad26be22652790325d6290402ea970cd4a6edaa77a13e0e9b4a34d931ce3,4.26e-05,-4.370590400897281,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14251,[*]NC(=O)OCC(CC)NC(=O)C([*])(C)C#C,sha256:f4244c5f3a1fc71f6f39ec59e2353b65e4c66705a72a373aac25a4f53d00a60d,4.45e-05,-4.351639989019068,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14252,[*]COC(=O)OC(C)C([*])NC(CC)CC#N,sha256:6a11b198aede5b8d9357e42fa0afd6d666a66ff43ce6a5d76b55fe83192ae44f,7.5e-05,-4.1249387366083,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14253,[*]OC(=O)OCCOCCSC(C)C([*])C,sha256:6a8e12c083858451dd8372252fececf33def3acf652b3b459ec7ecbed0063073,8.53e-05,-4.069050968832477,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14254,[*]COC(=O)OC([*])CNC(C)CC#N,sha256:35ae05d77185dd37984b5ffcb99d5cd15098c7475461eec6368a88baedcfcf80,8.51e-05,-4.070070439915412,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14255,[*]COC(=O)OCC([*])(C)NC(=O)CC(C)C,sha256:09636bd60703fa298d7a9ba144b2d16e7f736b511a8239a3229c6d30197d8fac,9.3e-05,-4.031517051446065,5,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14256,[*]CCOCCOC(=O)OCC(C)(C)N([*])C,sha256:ed3017007239e6b0d0ea2d894865c86ffd5b4298695ecd9dc42761c92e284b51,9.59e-05,-4.018181392829336,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14257,[*]CN(C)CCOC(=O)OC([*])COCC=C,sha256:cef216b08890eff9a5ab8e44952454bdc02c6701421c90c3d1321e4db291595e,0.000117,-3.9318141382538383,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14258,[*]CC(C)(C)OC(=O)OC([*])CNCCCC,sha256:d1e52e2736ea72591038fb8eed7569d01da458d4402b4c2e82d94fa42bde9550,8.72e-05,-4.059483515067432,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14259,[*]CCOC(=O)OCCN([*])CCCC#N,sha256:89dfcaacdb95e9ef74b58b8e286e33e19fe23b773b5867a7cafdd93c2cdca7fb,0.000121,-3.9172146296835497,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14260,[*]CN(C)CCOC(=O)OC([*])CCCC,sha256:226ee79b4e907d30d9e148cc43c434dc00089d8e9e44f5d2e9891e862a5dc8f7,0.000104,-3.98296666070122,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14261,[*]CC(C)(C)OC(=O)OC([*])CN(C)CCC,sha256:ac5be97207ff138b1b8d5a60cbe7e13f128971fe2dfcad3ce0977d4d798cce90,2.35e-05,-4.628932137728264,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14262,[*]CCNC(=O)OCCN([*])CCCCC,sha256:f1557aa6bd5afbf2be742b8cefe4b93299cf861d9102f36ed947d6a9f989e1c3,8.02e-05,-4.095825631715837,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14263,[*]CCCCOC(=O)OCCN([*])CC,sha256:eaabf0c4f293a4800f68ec16d451acd4f028e41b904ff762f8386d698931cdec,0.000179,-3.7471469690201062,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14264,[*]CCCNC(=O)NC([*])C(=O)N(C)C(C)C#N,sha256:387f851a4c694ddf1038a3856a747797eb2b17551fdb9edc8750b5acbb594f0b,4.87e-05,-4.3124710387853655,2,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14265,[*]OC(=O)OCC(C)(C)CN(C)C(C)C([*])C,sha256:2ed255933d5fb62f6eeaa926ca865cec23baf97de34653710268ab1d3cbd9188,3.97e-05,-4.401209493236885,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14266,[*]CCCOC(=O)OCCN([*])CC=C,sha256:207d0db4ba8d52c836c7e480a1593c903f1414de30234a94e013668ff334b5fe,0.000179,-3.7471469690201062,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14267,[*]CNC(=O)CCOC(=O)OC([*])(C)CCC,sha256:bdf3e27144aa9dbf332e859c0ab98a30934ddf8e808f8ed5efea50fb34362d0b,7.86e-05,-4.104577453960592,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14268,[*]OC(=O)OCCN(CC)C(=O)C([*])C=C,sha256:eda270ae9aed87db9049c8470f106169a410fda4fa33b82bb08f68393fe46b19,3.55e-05,-4.449771646944906,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14269,[*]CN(CCC#N)CCOC(=O)OC([*])C,sha256:812240efc18a3df68cb401e3db3428de7ba7763d4aba5a2d0695d2eaa69ebee9,0.000132,-3.87942606879415,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14270,[*]NCC(C)OC(=O)OC(C)C([*])CC,sha256:3fa1496f6e662da58250c7949a53316cdee1d22d3223ca3d0c3cd877f4b243fd,2.26e-05,-4.645891560852599,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14271,[*]CCN(C)CCOC(=O)OC([*])C(C)C,sha256:b6a4b89bf82d88ca541933654ac3708d9cf68cd5dcfa5477672c2b5e42305fbd,4.42e-05,-4.354577730650908,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14272,[*]CCCNC(=O)OCCN([*])CCCC,sha256:9a6da73be534ac5dcbf85a6404bf88b3d7879b3a7df1db77aaa268a26318a770,6.36e-05,-4.196542884351586,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14273,[*]CCCOC(=O)OCCN([*])CCC(C)C,sha256:b828a85d666ff3ce50b9ad51e1f92978bdcd34a92cea3ea51d26abb172215f34,6.82e-05,-4.166215625343521,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14274,[*]CCCCCCOC(=O)OCCN([*])CC,sha256:d0b234903ee67a59fe41e4269b53fa821f406544b78842d06ccd393fda7e14ed,7.11e-05,-4.148130399270234,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14275,[*]COC(=O)OC([*])C[Si](C)(C)C,sha256:c538a0df6c1477042e80507c81a7247591c4b1c7dfe71f89f926e0e4b9e6a937,1.9e-05,-4.721246399047171,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14276,[*]CCNC(=O)OCCN([*])CC(C)CC,sha256:63995e417a4a30a2a62bbc65c0c5703acae2422d60821847973319860d2ef4b7,5.3e-05,-4.275724130399211,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14277,[*]CCCC(C)OC(=O)OCC(C)N([*])CC,sha256:31bd3dae91f5e6d21cf0005877d569bb69a40c4d46b141cb3f0a372c8e228ad3,3.14e-05,-4.503070351926785,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14278,[*]COC(=O)OCCOCCSC([*])C,sha256:71c028a7a0ec974f63859fde53831700a138a2b018a69d961e462a0ffd7ef452,0.000174,-3.7594507517174,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14279,[*]COC(=O)OC(C)CNC([*])C=C,sha256:08c330c42c788e5a32e7ead742ac1b1f342142f3527a7293c54f17350b28db1e,7.43e-05,-4.129011186239425,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14280,[*]CNC(=O)OCCNC([*])(C)C(C)C,sha256:278277e72809f7624c68982d2db27c2103b49289521408e14bc186927fa40695,4.29e-05,-4.367542707815276,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14281,[*]CN(CCCOC(=O)OC([*])C)CC(F)F,sha256:3bf5c1bec27fb0c2a34ddbd87835f18ebd9a1461874cc43cd5ec38f9a94932ef,0.000106,-3.9746941347352296,5,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14282,[*]CNCCC(C)NC(=O)OC([*])CC,sha256:a6c528ed1f71aca01bd83d891fcdd32c608fd4894cc345811c351e87aa16bb74,9.14e-05,-4.039053804266168,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14283,[*]CCNC(=O)OCCN([*])CCCC,sha256:df3ef2031aa18b94c3692e963ad286c0456ffff39973f0ddec2f546bbfa6010c,7.21e-05,-4.142064735280571,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14284,[*]CCCNC(=O)C(C)NC(=O)OCC([*])C,sha256:cfa70b250d599d4cd8db26b56d39b14135ea7d73fcdbc9ceea45a85294395332,5.57e-05,-4.254144804826272,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14285,[*]CCN(C)CCC(C)OC(=O)OC([*])C,sha256:80f99c2102ab2c2d7af0def22cfb4d800201767c7f65c518ab2b81014b9d807f,5.66e-05,-4.247183568811729,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14286,[*]COC(=O)OCCOCCN(C)C([*])C,sha256:dc3e3ba545d8bc75ffa7ebfad697e78c5c41a35a7bb76de44efd10193256ede9,0.000216,-3.665546248849069,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14287,[*]CCCN(C)CCOC(=O)OCCN([*])C,sha256:a4ea6aa67e1c7153d14c1e11757d5c7caa3f0d5d3ce3b00ca11591132cd8995d,0.000178,-3.749579997691106,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14288,[*]CCCCOC(=O)NCCCN([*])C,sha256:46e7d0b79e47a9e2541e2743fd8f78f7c8ae473eeef39502ff6ce16ec04ed78e,8.43e-05,-4.074172425375258,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14289,[*]CNCCCOCCOC(=O)OC([*])C=C,sha256:8c575585ea451d04ef51d4e4e1244814bf60df261102ecf5aad132e69410ed0c,0.00024,-3.619788758288394,5,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14290,[*]COC(=O)OC(C)CNC([*])CCC(C)C,sha256:1950bc32b9fe0a00ddf7e80ce96e523f234537946b78c964928e82344b5f6e48,8.06e-05,-4.09366495819491,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14291,[*]CC(=O)NC(C)(C)CCNC(=O)NC([*])C,sha256:72c07a514f1d257f7b769b3340fdd8c92d39bad2db3e500bb4e20ebf980f9a50,3.37e-05,-4.4723700991286615,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14292,[*]CCNC(C)C(C)OC(=O)OC([*])C,sha256:ae3284597829c63f86ef0e255b248ab82b84ac06f5a63d4b91e160ebab1210f0,4.5e-05,-4.346787486224656,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14293,[*]COC(=O)OC([*])CN(C)C(=O)C#CC,sha256:f6000ae6572bf57cc1681a35774267879b783cf5c6dc6965c1ac07c23a973bf3,1.61e-05,-4.79317412396815,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14294,[*]CCCCNC(=O)OCCCN([*])C,sha256:42947dc367520e600815eb9915b56ad57a6af7e38f38e143fb6e0d3e2a6c704d,0.000104,-3.98296666070122,5,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14295,[*]CCOC(=O)OCCN([*])CCCCC#N,sha256:f104e922b83d351e0660fce6473d52205360cab6880cced5607f3f42acaa1abd,0.000153,-3.815308569182401,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14296,[*]CNC(=O)C(CCCC#N)NC(=O)NC([*])C,sha256:b2fe898ee18b9dc679a7d8732d44034cad25d8344b2f8697932feb658cb4e746,5.95e-05,-4.22548303427145,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
14297,[*]CCNCC(C)OC(=O)OCCC([*])C,sha256:c6bd931560751c0346ada898453378aae85149a534f62894d02310423be2ef6d,0.000101,-3.995678626217357,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
